iter	Logloss
284	0.1905686164
285	0.1903258836
286	0.1897651245
287	0.1895162095
288	0.1892416509
289	0.1888567355
290	0.1887633627
291	0.1886526646
292	0.1885002592
293	0.188364154
294	0.1882475301
295	0.1878321789
296	0.187701401
297	0.1874992484
298	0.1874155607
299	0.1872102409
300	0.1868928693
301	0.1867666833
302	0.1866568356
303	0.1865893467
304	0.1864845508
305	0.1863493956
306	0.1858016377
307	0.1857486905
308	0.185652955
309	0.1854090894
310	0.1852588175
311	0.185140464
312	0.1850427512
313	0.1849386741
314	0.1846837368
315	0.1845513262
316	0.1844879553
317	0.1843730519
318	0.1842678481
319	0.184024917
320	0.1839079103
321	0.1838033738
322	0.1837550989
323	0.1836820298
324	0.1836138333
325	0.1834852579
326	0.1834136576
327	0.1831995461
328	0.1831176551
329	0.1828220315
330	0.1826051924
331	0.1822603737
332	0.1819188345
333	0.1815408297
334	0.1813997208
335	0.1811523281
336	0.1810911398
337	0.180931405
338	0.1808457513
339	0.1803475916
340	0.1802291962
341	0.1800231769
342	0.1798659216
343	0.179778284
344	0.179545534
345	0.1794466468
346	0.1793867779
347	0.1793136506
348	0.1792234136
349	0.1791143548
350	0.1788849417
351	0.1788090726
352	0.1786365018
353	0.1784398848
354	0.1782348989
355	0.1779709011
356	0.1777686874
357	0.1775606921
358	0.1775248373
359	0.1774566013
360	0.1773789233
361	0.1772896904
362	0.176990942
363	0.1768641501
364	0.1767244014
365	0.1766104808
366	0.1765524416
367	0.1764091201
368	0.1763489699
369	0.1762243556
370	0.1760849514
371	0.1759720485
372	0.1759061377
373	0.1757000458
374	0.1755565069
375	0.1753931012
376	0.1753020021
377	0.1751861124
378	0.1751195948
379	0.1750249357
380	0.1748529036
381	0.1747384869
382	0.174684236
383	0.1745509035
384	0.1742031171
385	0.1741316949
386	0.1740489575
387	0.1739838997
388	0.1738713307
389	0.1737907931
390	0.17369593
391	0.173635502
392	0.1734693741
393	0.1734041447
394	0.1731313833
395	0.1730020475
396	0.1728938164
397	0.1727723739
398	0.1725303984
399	0.1724381543
400	0.1723706182
401	0.1722573491
402	0.1721453112
403	0.1720519694
404	0.1718595708
405	0.1717788023
406	0.1717013249
407	0.1715940911
408	0.1714999816
409	0.1713489504
410	0.1712387725
411	0.1711104814
412	0.1710467586
413	0.1709511381
414	0.1708309705
415	0.1707711959
416	0.1706247885
417	0.1705374742
418	0.1703871851
419	0.1703060392
420	0.1702008767
421	0.1700947714
422	0.1700365987
423	0.169855687
424	0.1697920572
425	0.1696917047
426	0.1695449039
427	0.1694557883
428	0.1693045787
429	0.1690957789
430	0.1689843441
431	0.1689148501
432	0.1687492723
433	0.168642159
434	0.1685470943
435	0.168299941
436	0.1682239601
437	0.1681371859
438	0.1680236939
439	0.1679219183
440	0.1678546788
441	0.1677543015
442	0.1676561067
443	0.1675726607
444	0.1674941868
445	0.1673582826
446	0.1672313637
447	0.1671584882
448	0.1670743069
449	0.1669756502
450	0.1668978999
451	0.1668446551
452	0.1667206058
453	0.166577578
454	0.1664837277
455	0.1663927611
456	0.1663122468
457	0.1661112768
458	0.1660318148
459	0.1657912298
460	0.1656584314
461	0.1655854427
462	0.1654797374
463	0.1653970054
464	0.1653202026
465	0.165262805
466	0.1652325405
467	0.1650998569
468	0.164959367
469	0.164860795
470	0.1648030824
471	0.1646562522
472	0.164596593
473	0.1645196843
474	0.1644260433
475	0.1643560598
476	0.1642824167
477	0.164108778
478	0.164052708
479	0.1639841691
480	0.1639240129
481	0.1637704524
482	0.1636808347
483	0.1635733178
484	0.1634901987
485	0.1633683936
486	0.1632851548
487	0.1631997293
488	0.163062417
489	0.1629991443
490	0.1628810767
491	0.1627793931
492	0.1627048176
493	0.1625788864
494	0.162475496
495	0.1623494688
496	0.162303548
497	0.1621211653
498	0.1620245147
499	0.1618821598
500	0.1617940355
501	0.1617165983
502	0.161688771
503	0.1616276666
504	0.1615686599
505	0.1614775833
506	0.1613950006
507	0.1613139511
508	0.1612878926
509	0.161253314
510	0.1611719137
511	0.1611025185
512	0.160964238
513	0.1608790543
514	0.1607725618
515	0.1605641848
516	0.1604804355
517	0.1604163417
518	0.1603640396
519	0.1603130418
520	0.160176863
521	0.1601051004
522	0.1600037692
523	0.159955308
524	0.1599060364
525	0.159842569
526	0.1597814678
527	0.1597049819
528	0.1596577892
529	0.1595652289
530	0.1594446891
531	0.1593599312
532	0.159227015
533	0.1591126712
534	0.1590218657
535	0.1588915574
536	0.1588352483
537	0.1587872179
538	0.1586959381
539	0.1585303666
540	0.1583881839
541	0.1582817267
542	0.1582048664
543	0.1580650936
544	0.1579693835
545	0.1579454084
546	0.1578866956
547	0.1578283734
548	0.1577010307
549	0.1576162055
550	0.1575420292
551	0.1574251553
552	0.1573356033
553	0.1572715801
554	0.1571633316
555	0.1570904519
556	0.1569892602
557	0.1569116574
558	0.1568659806
559	0.1567763324
560	0.1567227759
561	0.1566352049
562	0.15653865
563	0.156512571
564	0.1564191415
565	0.1563250179
566	0.1562808271
567	0.1561712491
568	0.156111346
569	0.156036682
570	0.1559545318
571	0.1558782464
572	0.1557749307
573	0.1556887938
574	0.1556112906
575	0.1554920158
576	0.1553299986
577	0.1552712785
578	0.1551393955
579	0.1550673546
580	0.1549675671
581	0.1549241652
582	0.1547743463
583	0.1547224034
584	0.154690473
585	0.1545860692
586	0.1545095878
587	0.1544233997
588	0.1543739809
589	0.1543312413
590	0.1542789266
591	0.1542150971
592	0.1541358357
593	0.1540826076
594	0.1539747131
595	0.1539173327
596	0.1538730834
597	0.1537750449
598	0.1537142305
599	0.1536661343
600	0.1536153517
601	0.1534947176
602	0.1534284752
603	0.1533674088
604	0.1533087221
605	0.1532153115
606	0.1531365868
607	0.1530774676
608	0.153000682
609	0.152951925
610	0.1529295311
611	0.152863761
612	0.1527859286
613	0.1527197942
614	0.1526360076
615	0.152538693
616	0.152454217
617	0.152426707
618	0.1523839454
619	0.1523161669
620	0.152232667
621	0.1521730924
622	0.1521174572
623	0.1520475335
624	0.1519407661
625	0.1518877315
626	0.151765984
627	0.1517262957
628	0.1516712378
629	0.1516308378
630	0.1515833293
631	0.1514976709
632	0.1514280284
633	0.1513749488
634	0.151336975
635	0.151247529
636	0.1511700328
637	0.15107616
638	0.150853473
639	0.150751326
640	0.1506608009
641	0.1505761172
642	0.150509937
643	0.1504383722
644	0.1503942864
645	0.1503100475
646	0.1502409376
647	0.1501741583
648	0.1501233867
649	0.1500641245
650	0.1500228489
651	0.1499492694
652	0.1498984213
653	0.1498453021
654	0.149800862
655	0.1497545302
656	0.1497088289
657	0.1496335062
658	0.1495712154
659	0.1495137356
660	0.1494359909
661	0.1493609051
662	0.149309453
663	0.1492646018
664	0.1491938562
665	0.1491353499
666	0.1490611624
667	0.1489941413
668	0.1489506935
669	0.1488681754
670	0.1488387228
671	0.1487410214
672	0.1486544968
673	0.1485629077
674	0.1484685708
675	0.1483509275
676	0.1482928951
677	0.148228943
678	0.1481447144
679	0.1480896729
680	0.1480477132
681	0.147986179
682	0.1479257712
683	0.1478490168
684	0.1477822489
685	0.1477625108
686	0.1476554106
687	0.14758164
688	0.147494681
689	0.1473882852
690	0.1473656089
691	0.1473264624
692	0.1472779404
693	0.1471925032
694	0.1471445791
695	0.1470816954
696	0.1469887735
697	0.1469397724
698	0.1469049814
699	0.1468480837
700	0.1467800872
701	0.1467204977
702	0.1466670018
703	0.1465856488
704	0.1465034791
705	0.1464015941
706	0.1463193077
707	0.1462397287
708	0.1461809606
709	0.1461135828
710	0.1460627459
711	0.1459976619
712	0.14592059
713	0.1458877132
714	0.145825318
715	0.1457930439
716	0.1457181464
717	0.1456103052
718	0.1455317859
719	0.1454492183
720	0.1453982582
721	0.1453520824
722	0.1453131618
723	0.145237893
724	0.1452055775
725	0.1451712641
726	0.1450957738
727	0.145043475
728	0.1449946277
729	0.1449540923
730	0.1448966376
731	0.1447741027
732	0.1447168981
733	0.1446789244
734	0.1446248574
735	0.1445664133
736	0.144530744
737	0.1444671442
738	0.1444299567
739	0.1443936593
740	0.1442760602
741	0.144214409
742	0.1441510483
743	0.1440769249
744	0.1440397511
745	0.1439520454
746	0.1438868526
747	0.1438472323
748	0.1438077064
749	0.1437698607
750	0.1437011598
751	0.1436422722
752	0.1436047341
753	0.1435348022
754	0.1434948123
755	0.1434680707
756	0.1434241258
757	0.1433503693
758	0.1433123167
759	0.1432324476
760	0.1431724451
761	0.1431359256
762	0.1430818721
763	0.1430155685
764	0.1429275113
765	0.1428912365
766	0.1428331663
767	0.1427560212
768	0.142727046
769	0.1426572853
770	0.1425829805
771	0.1425594761
772	0.1425019969
773	0.1424302039
774	0.1423761056
775	0.1423492766
776	0.142279247
777	0.1422297635
778	0.1421249586
779	0.1420483277
780	0.1420202337
781	0.1419789245
782	0.141934984
783	0.1419095875
784	0.1418760051
785	0.1418227595
786	0.1417352322
787	0.1416703588
788	0.1416409564
789	0.1415740073
790	0.141527195
791	0.1414243422
792	0.1413626015
793	0.1413016561
794	0.1412749656
795	0.1412367907
796	0.1411873459
797	0.1410945305
798	0.1410049475
799	0.1409326048
800	0.1408927826
801	0.1408366427
802	0.1408038757
803	0.1407660623
804	0.1406963774
805	0.1406336934
806	0.1405438238
807	0.140488361
808	0.1404441248
809	0.140402442
810	0.1403629092
811	0.140299074
812	0.1402010425
813	0.140141154
814	0.1400947466
815	0.1400283376
816	0.1399514434
817	0.139885012
818	0.1398167308
819	0.1397512805
820	0.1396685568
821	0.1396413626
822	0.1395583157
823	0.1395284568
824	0.1394447507
825	0.1393977479
826	0.1393615049
827	0.1392675325
828	0.1392379097
829	0.1392095809
830	0.139125401
831	0.1390546662
832	0.1390113039
833	0.1389761592
834	0.1389203554
835	0.1388648426
836	0.13879249
837	0.1387558153
838	0.1386941559
839	0.1386496868
840	0.1385599548
841	0.1385184354
842	0.1384618034
843	0.1383970979
844	0.1383504582
845	0.1382815395
846	0.1382170378
847	0.1381576591
848	0.1381188344
849	0.1381027018
850	0.1380608608
851	0.1379544224
852	0.1379296773
853	0.1378449378
854	0.137789507
855	0.1377158881
856	0.1376900191
857	0.1376637953
858	0.1376086724
859	0.1375440464
860	0.1375028525
861	0.1374415283
862	0.1373897116
863	0.1373105962
864	0.1372190174
865	0.1371575475
866	0.1371093569
867	0.1370301707
868	0.1369606348
869	0.1369068563
870	0.1368676194
871	0.1367680027
872	0.1367196944
873	0.1366860655
874	0.1366024095
875	0.1365583214
876	0.1364973436
877	0.1364344975
878	0.1364026421
879	0.1363211366
880	0.1362557583
881	0.1361582862
882	0.1360827841
883	0.1360354856
884	0.1359796446
885	0.1359341276
886	0.1358764212
887	0.1358406419
888	0.1357366586
889	0.1356819056
890	0.1356012565
891	0.1355142507
892	0.1354664159
893	0.1354148901
894	0.135354575
895	0.1353103925
896	0.1352362847
897	0.1351827492
898	0.1351232603
899	0.1350512406
900	0.1350022478
901	0.1349427792
902	0.1349127688
903	0.1348661811
904	0.1348156646
905	0.1347674914
906	0.1347262156
907	0.1346705712
908	0.1346267714
909	0.1345632446
910	0.1344941443
911	0.1344474936
912	0.1343856112
913	0.1343252917
914	0.1342541342
915	0.134181179
916	0.1341177914
917	0.1340810341
918	0.1340559162
919	0.1339958948
920	0.1339424489
921	0.1338568762
922	0.1338444208
923	0.133790808
924	0.1337381127
925	0.1336815198
926	0.1336570028
927	0.1336192609
928	0.1335888815
929	0.1335231306
930	0.1334791216
931	0.1334145304
932	0.1333925058
933	0.1333101982
934	0.1332422907
935	0.1331627361
936	0.133070078
937	0.1330282155
938	0.1329741391
939	0.1329050085
940	0.1328729314
941	0.1328443588
942	0.1328188684
943	0.1327806059
944	0.1327214158
945	0.1326581429
946	0.1325705809
947	0.1325360728
948	0.1324925171
949	0.1323945696
950	0.1323244459
951	0.132258734
952	0.1322185889
953	0.132162607
954	0.1321396249
955	0.1321086057
956	0.1320534747
957	0.1319875577
958	0.1319573114
959	0.1319404785
960	0.1319066504
961	0.13184501
962	0.1318248525
963	0.1317763365
964	0.1317258929
965	0.1316645145
966	0.131645009
967	0.1315682285
968	0.131500023
969	0.1314744755
970	0.1314244511
971	0.1313351936
972	0.1312764955
973	0.1312283
974	0.1311880194
975	0.1311270083
976	0.131075729
977	0.1309985943
978	0.1308998283
979	0.1308106382
980	0.1307490433
981	0.1306693155
982	0.1306268258
983	0.130570168
984	0.1305301624
985	0.1304607441
986	0.1304197988
987	0.1303923241
988	0.1303402696
989	0.1302766662
990	0.1302466762
991	0.13020438
992	0.1301724664
993	0.1301288736
994	0.1300488567
995	0.129997639
996	0.1299605644
997	0.1299222456
998	0.1298846742
999	0.1298349988
